co_code,company_name,symbol,listing_date,listing_year,time,event,issue_price,listing_close,listing_gain_pct,firm_age,diff_issue_list_dates,traded_qty_l1,total_subs_times,qib_subs_times,nii_subs_times,eps,pe_ratio,debt_to_asset_ratio
101023,INNOVATIVE TYRES & TUBES LTD.,ITTL,2017-05-10,2017,33,1,45,47.15,4.78,22,9,3957000,2.50,1.00,1.00,2.56,18.44,1.0000
107690,JASH ENGINEERING LTD.,JASH,2017-11-10,2017,218,1,95,144,51.58,44,757,232800,3.50,1.00,1.50,5.34,26.97,1.0000
108060,JAY BEE LAMINATIONS LTD.,JAYBEE,2024-03-09,2024,82,0,146,291.25,99.49,36,5,1829000,3.50,1.00,1.50,8.27,35.21,1.0000
11696,ALPEX SOLAR LTD.,ALPEXSOLAR,15-02-2024,2024,217,0,115,345.45,200.39,31,3,2864400,3.50,1.00,1.50,3.95,87.52,1.0000
122315,KONSTELEC ENGINEERS LTD.,KONSTELEC,30-01-2024,2024,229,0,70,220.5,215.00,29,6,2144000,3.50,1.00,1.50,4.28,51.46,1.0000
12918,AMBEY LABORATORIES LTD.,AMBEY,2024-11-07,2024,16,1,68,89.25,31.25,39,3,2230000,3.50,1.00,1.50,3.21,27.76,1.0000
135690,M M P INDUSTRIES LTD.,MMP,2018-12-04,2018,305,1,105,199.5,90.00,45,645,1002000,2.50,1.00,1.00,9.33,21.38,1.0000
138273,MANGALAM ALLOYS LTD.,MAL,27-11-2019,2019,115,1,41,51.5,25.61,9,9,140000,2.50,1.00,1.00,1.51,34.03,1.0000
142849,MEDICAMEN ORGANICS LTD.,MEDIORG,28-06-2024,2024,114,0,34,144.7,325.59,29,3,1824000,2.50,1.00,1.00,1.34,107.83,1.0000
171911,PARTY CRUISERS LTD.,PARTYCRUS,2021-05-03,2021,2,1,51,51.3,0.59,27,8,14000,2.50,1.00,1.00,0.86,59.85,1.0000
172931,PAVNA INDUSTRIES LTD.,PAVNAIND,2021-09-03,2021,626,0,165,165.5,0.30,27,8,113600,2.50,1.00,1.00,3.33,49.65,1.0000
174144,PERFECT INFRAENGINEERS LTD.,PERFECT,20-11-2015,2015,11,1,23,25.1,9.13,19,16,264000,2.50,1.00,1.00,0.64,39.49,1.0000
177726,POWER & INSTRUMENTATION (GUJARAT) LTD.,,23-04-2018,2018,11,1,27.92,34.9,25.00,12,7,780000,3.50,1.00,1.50,2.81,12.42,1.0000
184849,QUALITY FOILS (INDIA) LTD.,QFIL,24-03-2023,2023,325,0,60,97.7,62.83,33,8,548000,3.50,1.00,1.50,5.26,18.59,1.0000
196099,REFRACTORY SHAPES LTD.,REFRACTORY,14-05-2024,2024,156,0,31,78.75,154.03,28,5,2744000,3.50,1.00,1.50,1.84,42.71,0.4500
200740,RUDRABHISHEK ENTERPRISES LTD.,REPL,13-07-2018,2018,1,1,96,41.7,-56.56,12,893,378000,2.50,1.00,1.00,2.99,13.96,1.0000
206721,SADHAV SHIPPING LTD.,SADHAV,2024-01-03,2024,206,0,95,141.75,49.21,28,3,2600400,3.50,1.00,1.50,7.73,18.35,1.0000
213854,SATI POLY PLAST LTD.,SATIPOLY,22-07-2024,2024,105,0,130,259.35,99.50,25,6,561000,3.50,1.00,1.50,9.30,27.89,1.0000
217914,SHAIVAL REALITY LTD.,SHAIVAL,2015-01-10,2015,2,1,100,100.5,0.50,19,13,1200,2.50,1.00,1.00,5.00,20.10,1.0000
222067,SHRADHA INFRAPROJECTS LTD.,SHRADHA,2017-11-12,2017,192,1,34.3,70.25,104.81,20,1057,934000,2.50,1.00,1.00,4.82,14.57,1.0000
224917,SHRI RAM SWITCHGEARS LTD.,SRIRAM,2017-07-06,2017,37,1,19,22.8,20.00,32,8,66000,2.50,1.00,1.00,2.09,10.92,1.0000
227139,SIKKO INDUSTRIES LTD.,SIKKO,18-04-2017,2017,1,1,36,35.2,-2.22,12,1659,924000,2.50,1.00,1.00,0.70,50.55,1.0000
227320,POLYSIL IRRIGATION SYSTEMS LTD.,POLYSIL,16-02-2024,2024,2,1,54,54.25,0.46,39,3,886000,3.50,1.00,1.50,0.41,133.75,1.0000
227451,SILVER TOUCH TECHNOLOGIES LTD.,SILVERTUC,01-12-2017,2017,1,1,213,122,-42.72,12,1631,2087000,2.50,1.00,1.00,4.20,29.05,1.0000
236478,STEEL CITY SECURITIES LTD.,STEELCITY,17-02-2017,2017,1,1,56.2,50.1,-10.85,12,868,1906000,3.50,1.00,1.50,2.56,19.56,1.0000
241938,SUPREME (INDIA) IMPEX LTD.,SIIL,31-03-2015,2015,448,1,60,61.3,2.17,20,13,228000,2.50,1.00,1.00,13.85,4.43,1.0000
24201,ATMASTCO LTD.,ATMASTCO,23-02-2024,2024,211,0,77,95.55,24.09,30,3,4224000,3.50,1.00,1.50,5.20,18.39,1.0000
243188,VISHNUSURYA PROJECTS & INFRA LTD.,VISHNUINFR,2023-10-10,2023,303,0,68,76.65,12.72,27,5,3144000,2.50,1.00,1.00,13.53,5.67,1.0000
244632,GLOBE TEXTILES (INDIA) LTD.,GLOBE,23-06-2017,2017,46,1,46,50.15,9.02,22,1210,1006000,3.50,1.00,1.50,3.25,15.45,1.0000
250287,THEJO ENGINEERING LTD.,THEJO,13-06-2013,2013,1,1,402,370,-7.96,12,12,900,0.54,1.00,0.23,56.27,6.58,1.0000
252338,TOTAL TRANSPORT SYSTEMS LTD.,TOTAL,2017-07-08,2017,435,1,22.55,54,139.47,22,1127,42000,3.50,1.00,1.50,3.91,13.82,1.0000
253071,TRANSTEEL SEATING TECHNOLOGIES LTD.,TRANSTEEL,2023-06-11,2023,88,1,70,93.3,33.29,28,5,2862000,1.72,0.00,1.76,4.32,21.59,1.0000
253661,TRIDENT TECHLABS LTD.,TECHLABS,29-12-2023,2023,249,0,35,103.05,194.43,23,3,2524000,38.53,1.05,17.05,5.00,20.61,1.0000
257950,UNITED HEAT TRANSFER LTD.,UHTL,29-10-2024,2024,43,0,59,63.95,8.39,29,5,2228000,2.67,1.74,4.25,3.26,19.60,1.0000
261442,VAIDYA SANE AYURVED LABORATORIES LTD.,MADHAVBAUG,23-02-2022,2022,646,0,73,105.4,44.38,23,8,772800,2.50,1.00,1.00,2.04,51.78,1.0000
275216,ZENITH DRUGS LTD.,ZENITHDRUG,27-02-2024,2024,12,1,79,105.15,33.10,24,5,2163200,1.92,0.00,0.99,5.79,18.16,1.0000
275663,ZOTA HEALTH CARE LTD.,ZOTA,10-05-2017,2017,1,1,198.25,125.6,-36.65,12,839,3011000,2.50,1.00,1.00,3.16,39.77,1.0000
276529,WOL 3D INDIA LTD.,WOL3D,30-09-2024,2024,6,1,150,189.05,26.03,36,5,725000,17.11,2.07,11.95,8.51,22.22,0.4500
282938,JIWANRAM SHEODUTTRAI INDS. LTD.,JIWANRAM,18-09-2023,2023,6,1,23,28.5,23.91,26,6,2316000,2.50,1.00,1.00,1.63,17.46,1.0000
284470,NITIRAJ ENGINEERS LTD.,NITIRAJ,2017-09-03,2017,240,1,45.45,94.5,107.92,18,1513,126000,2.50,1.00,1.00,6.54,14.46,1.0000
28684,BAHETI RECYCLING INDS. LTD.,BAHETI,2022-08-12,2022,500,0,45,114,153.33,28,8,1578000,3.50,1.00,1.50,5.00,22.80,1.0000
287202,HOLMARC OPTO-MECHATRONICS LTD.,HOLMARC,25-09-2023,2023,301,0,40,68.5,71.25,30,5,1377000,2.50,1.00,1.00,2.90,23.66,1.0000
287322,SOLVE PLASTIC PRODUCTS LTD.,BALCO,21-08-2024,2024,7,1,91,107.1,17.69,30,5,433200,2.50,1.00,1.00,3.25,32.95,0.4500
290834,MARVEL DECOR LTD.,MDL,23-03-2018,2018,2,1,57,57.85,1.49,22,8,682000,2.50,1.00,1.00,1.21,47.85,1.0000
326825,DIGIKORE STUDIOS LTD.,DIGIKORE,2023-04-10,2023,307,0,171,283.5,65.79,23,7,1036800,22.50,7.09,15.88,12.52,22.64,1.0000
326884,BAWEJA STUDIOS LTD.,BAWEJA,06-02-2024,2024,1,1,180,173.85,-3.42,12,5,960800,3.50,1.00,1.50,4.04,43.00,1.0000
333343,MICROPRO SOFTWARE SOLUTIONS LTD.,MICROPRO,10-11-2023,2023,1,1,81,76,-6.17,12,3,430400,3.50,1.00,1.50,0.64,119.42,1.0000
335115,DIVINE POWER ENERGY LTD.,DPEL,2024-02-07,2024,124,0,40,152.3,280.75,23,5,3144000,3.50,1.00,1.50,2.95,51.57,1.0000
341132,RACHANA INFRASTRUCTURE LTD.,RILINFRA,2022-10-06,2022,131,1,135,138.55,2.63,21,8,525000,3.50,1.00,1.50,0.66,211.30,1.0000
346175,MASTER COMPONENTS LTD.,MASTER,29-09-2023,2023,97,1,140,140.2,0.14,24,8,460000,2.50,1.00,1.00,4.28,32.80,1.0000
347333,CHAMAN METALLICS LTD.,CMNL,16-01-2023,2023,483,0,38,64.6,70.00,20,10,3108000,3.50,1.00,1.50,4.69,13.76,1.0000
353466,SHIV AUM STEELS LTD.,SHIVAUM,2019-01-10,2019,23,1,44,44.15,0.34,17,7,279000,3.50,1.00,1.50,3.49,12.67,1.0000
354228,ROX HI-TECH LTD.,ROXHITECH,16-11-2023,2023,279,0,83,141.75,70.78,21,7,2076800,3.50,1.00,1.50,7.97,17.79,1.0000
354289,SAJ HOTELS LTD.,SAJHOTELS,07-10-2024,2024,1,1,65,52.45,-19.31,12,6,768000,2.50,1.00,1.00,0.78,67.66,1.0000
354598,UNILEX COLOURS & CHEMICALS LTD.,UNILEX,2024-03-10,2024,2,1,87,88.15,1.32,23,6,1428800,3.50,1.00,1.50,5.34,16.51,1.0000
355529,PENTAGON RUBBER LTD.,PENTAGON,2023-07-07,2023,353,0,70,123.5,76.43,19,7,808000,4.20,4.74,0.84,4.02,30.72,1.0000
358326,WEALTH FIRST PORTFOLIO MANAGERS LTD.,WEALTH,30-03-2016,2016,1,1,92.1,51.5,-44.08,12,1769,81000,3.50,1.00,1.50,2.33,22.10,1.0000
358931,AMIABLE LOGISTICS (INDIA) LTD.,AMIABLE,16-11-2022,2022,61,1,81,136.4,68.40,20,9,315200,3.50,1.00,1.50,5.32,25.64,1.0000
359380,S K S TEXTILES LTD.,SKSTEXTILE,19-01-2018,2018,1,1,150,133.35,-11.10,12,8,1084000,2.50,1.00,1.00,5.92,22.52,1.0000
359771,TRUST FINTECH LTD.,TRUST,2024-04-04,2024,184,0,101,150.4,48.91,26,7,2658000,3.34,0.00,2.74,5.25,28.67,1.0000
360848,FOCE INDIA LTD.,FOCE,28-12-2021,2021,4,1,225,225.7,0.31,20,11,45600,3.50,1.00,1.50,7.91,28.54,1.0000
362490,SWARAJ SUITING LTD.,SWARAJ,28-03-2022,2022,1,1,56,53.2,-5.00,12,11,386000,2.50,1.00,1.00,5.19,10.24,1.0000
364072,EMERALD TYRE MANUFACTURERS LTD.,ETML,2024-12-12,2024,13,0,95,189.5,99.47,22,3,1768800,3.50,1.00,1.50,6.03,31.44,1.0000
37296,BOHRA INDUSTRIES LTD.,BOHRAIND,2017-05-04,2017,409,1,6,57.85,864.17,21,2040,2560000,2.50,1.00,1.00,2.59,22.32,1.0000
374988,KATARIA INDUSTRIES LTD.,KATARIA,24-07-2024,2024,110,0,96,191.5,99.48,20,5,1191600,3.50,1.00,1.50,4.83,39.61,1.0000
375287,K N AGRI RESOURCES LTD.,KNAGRI,28-03-2022,2022,683,0,75,146,94.67,35,11,1924800,3.50,1.00,1.50,11.74,12.43,1.0000
386074,C M M INFRAPROJECTS LTD.,CMMIPL,2015-09-01,2015,154,1,40,455,1037.50,11,8,2218,2.50,1.00,1.00,19.14,23.77,1.0000
388583,SINTERCOM INDIA LTD.,SINTERCOM,15-02-2018,2018,1,1,80,78,-2.50,12,973,72000,3.50,1.00,1.50,1.24,62.72,1.0000
389110,MARINE ELECTRICALS (INDIA) LTD.,MARINE,11-10-2018,2018,1,1,191.05,66.6,-65.14,12,791,1272000,2.50,1.00,1.00,5.34,12.46,1.0000
389731,PETRO CARBON & CHEMICALS LTD.,PCCL,2024-02-07,2024,125,0,171,315,84.21,17,5,3288800,3.50,1.00,1.50,33.30,9.46,1.0000
392386,DEEM ROLL-TECH LTD.,DEEM,27-02-2024,2024,12,1,129,209.7,62.56,21,5,1670000,3.50,1.00,1.50,8.78,23.88,1.0000
395463,SHERA ENERGY LTD.,SHERA,17-02-2023,2023,27,1,57,67.3,18.07,14,8,2090000,0.53,0.00,1.68,1.84,36.52,1.0000
398730,SHREE RAM PROTEINS LTD.,SRPL,05-02-2018,2018,1,1,35.3,32.55,-7.79,12,972,3424000,2.50,1.00,1.00,0.30,107.25,1.0000
399241,PULZ ELECTRONICS LTD.,PULZ,24-11-2017,2017,9,1,54,64.05,18.61,12,8,810000,2.50,1.00,1.00,4.84,13.23,1.0000
400946,JAKHARIA FABRIC LTD.,JAKHARIA,2018-11-07,2018,27,1,180,181.5,0.83,11,8,73600,2.50,1.00,1.00,4.26,42.63,1.0000
4030,AARVI ENCON LTD.,AARVI,2017-05-10,2017,349,1,22,54.5,147.73,30,1002,674000,3.50,1.00,1.50,3.25,16.79,1.0000
404893,Q V C EXPORTS LTD.,QVCEL,28-08-2024,2024,12,1,86,152.95,77.85,19,5,654400,2.50,1.00,1.00,3.76,40.67,1.0000
404930,ULTRA WIRING CONNECTIVITY SYSTEM LTD.,UWCSL,26-10-2018,2018,1,1,35,33.2,-5.14,12,9,200000,3.50,1.00,1.50,2.21,15.02,1.0000
404979,S P P POLYMER LTD.,SPPPOLY,17-09-2024,2024,2,1,59,59.85,1.44,20,5,556000,3.50,1.00,1.50,0.68,88.57,1.0000
405695,SOUTH WEST PINNACLE EXPLORATION LTD.,SOUTHWEST,19-02-2018,2018,65,1,78,88.3,13.21,12,11,2128000,0.12,0.30,0.37,4.51,19.58,1.0000
406067,MAHESHWARI LOGISTICS LTD.,MAHESHWARI,16-01-2017,2017,1223,1,68,76.35,12.28,11,10,2176000,2.50,1.00,1.00,5.75,13.28,1.0000
406068,CROWN LIFTERS LTD.,CROWN,27-09-2016,2016,193,1,30,109,263.33,14,1968,58000,3.50,1.00,1.50,5.38,20.26,1.0000
406609,ABHA POWER & STEEL LTD.,ABHAPOWER,2024-04-12,2024,2,1,75,77.8,3.73,20,5,2203200,3.50,1.00,1.50,5.00,15.56,0.4500
409893,NEELAM LINENS & GARMENTS (INDIA) LTD.,NEELAM,18-11-2024,2024,30,0,24,38.05,58.54,14,6,2052000,2.50,1.00,1.00,1.39,27.28,1.0000
410436,ARTEDZ FABS LTD.,ARTEDZ,29-03-2019,2019,15,1,36,41.65,15.69,13,9,1536000,2.50,1.00,1.00,4.61,9.03,1.0000
410824,SYLVAN PLYBOARD (INDIA) LTD.,SYLVANPLY,2024-01-07,2024,117,0,55,69.3,26.00,22,5,3104000,3.50,1.00,1.50,3.16,21.90,1.0000
411029,FIVE CORE ELECTRONICS LTD.,FIVECORE,21-05-2018,2018,3,1,140,145.5,3.93,16,10,577000,3.50,1.00,1.50,3.73,38.99,1.0000
412328,PRAMARA PROMOTIONS LTD.,PRAMARA,13-09-2023,2023,296,0,63,116.55,85.00,17,8,1660000,2.50,1.00,1.00,2.27,51.37,1.0000
413537,DIENSTEN TECH LTD.,DTL,2024-03-07,2024,117,0,100,252,152.00,17,5,924000,3.50,1.00,1.50,5.00,50.40,1.0000
414385,UTSSAV C Z GOLD JEWELS LTD.,UTSSAV,2024-07-08,2024,100,0,110,115.55,5.05,17,5,2100000,1.83,0.00,1.16,5.40,21.42,1.0000
414501,VILAS TRANSCORE LTD.,VILAS,2024-03-06,2024,145,0,147,225.75,53.57,18,5,3230000,3.50,1.00,1.50,9.39,24.05,1.0000
415517,BRAND CONCEPTS LTD.,BCONCEPTS,2018-10-01,2018,68,1,46,54,17.39,11,1470,54000,2.50,1.00,1.00,5.00,10.80,1.0000
415901,JALAN TRANSOLUTIONS (INDIA) LTD.,JALAN,31-05-2017,2017,1,1,46,41.95,-8.80,12,8,339000,2.50,1.00,1.00,2.57,16.35,1.0000
416033,VADIVARHE SPECIALITY CHEMICALS LTD.,VSCL,2017-02-06,2017,296,1,42,50.4,20.00,8,8,87000,3.50,1.00,1.50,4.19,12.04,1.0000
417660,D R S DILIP ROADLINES LTD.,DRSDILIP,2018-10-12,2018,67,1,75,75.15,0.20,12,10,33600,2.50,1.00,1.00,1.94,38.77,1.0000
41893,CANARYS AUTOMATIONS LTD.,CANARYS,2023-11-10,2023,106,1,31,41.3,33.23,32,8,4504000,0.30,0.00,0.38,1.92,21.52,1.0000
425837,DHANLAXMI CROP SCIENCE LTD.,DHANLAXMI,16-12-2024,2024,11,0,55,109.7,99.45,19,5,1640000,2.50,1.00,1.00,5.00,21.94,0.4500
426496,VETO SWITCHGEARS & CABLES LTD.,VETO,13-12-2012,2012,1329,1,50,50.45,0.90,5,8,954000,0.39,0.37,0.52,4.32,11.67,1.0000
426498,LE MERITE EXPORTS LTD.,LEMERITE,2022-09-05,2022,7,1,75,78.75,5.00,19,11,1888000,3.50,1.00,1.50,8.96,8.78,1.0000
427813,JET KNITWEARS LTD.,JETKNIT,2016-07-10,2016,301,1,39,46.8,20.00,20,8,357000,2.50,1.00,1.00,1.54,30.33,1.0000
434647,CREATIVE NEWTECH LTD.,CGRAPHICS,2024-09-04,2024,1,1,85,176.25,107.35,10,5,3454400,0.96,0.00,0.47,4.34,40.65,1.0000
438312,EURO INDIA FRESH FOODS LTD.,EIFFL,31-03-2017,2017,1,1,130,89.85,-30.88,12,1663,180800,2.50,1.00,1.00,0.83,107.64,1.0000
441758,GAJANAND INTERNATIONAL LTD.,GAJANAND,16-09-2024,2024,3,1,36,39.9,10.83,15,5,1008000,3.50,1.00,1.50,1.19,33.40,1.0000
442092,VINYAS INNOVATIVE TECHNOLOGIES LTD.,VINYAS,2023-06-10,2023,301,0,165,346.5,110.00,22,3,1581600,0.23,0.00,0.50,5.51,62.83,1.0000
443711,OPAL LUXURY TIME PRODUCTS LTD.,OPAL,12-04-2013,2013,1,1,130,128,-1.54,12,15,10000,2.50,1.00,1.00,9.50,13.48,1.0000
453815,AHLADA ENGINEERS LTD.,AHLADA,27-09-2018,2018,113,1,69.5,145.05,108.71,13,863,616000,0.21,0.00,0.21,6.25,23.20,1.0000
456726,SERVOTECH POWER SYSTEMS LTD.,SERVOTECH,24-08-2017,2017,181,1,26,31.85,22.50,13,1480,1052000,2.50,1.00,1.00,2.86,11.13,1.0000
458042,ADITYA ULTRA STEEL LTD.,AUSL,16-09-2024,2024,3,1,62,66.4,7.10,13,5,892000,2.10,0.87,1.49,3.10,21.44,1.0000
458386,S J LOGISTICS (INDIA) LTD.,SJLOGISTIC,19-12-2023,2023,257,0,125,183.75,47.00,20,5,1912000,3.50,1.00,1.50,12.43,14.78,1.0000
459417,RAJSHREE POLYPACK LTD.,RPPL,24-09-2018,2018,1,1,121,116.6,-3.64,12,12,229000,0.26,0.00,1.48,8.43,13.83,1.0000
